nome_oficial,nome_estadio,imagem,id_estadio,local,uf_estadio,capacidade
Estádio Municipal Zequinha Roriz,Serra do Lago,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJQQZkpwi4ExyK0h_kHq9Gzefb1jAgDXQE8n8J1HJIB1vykxNPfgcM8lE&s=10,serradolago-go,Luziânia - GO,GO,21.564
Estádio Serra Dourada,Serra Dourada,https://www.goinfra.go.gov.br/arquivos/serra_dourada_no_GE_2.jpg,serradourada-go,Goiânia - GO,GO,42.000
Estádio Hailé Pinheiro,Serrinha,https://esmeraldino.com/wp-content/uploads/2023/12/Serrinha.jpeg,serrinha-go,Goiânia - GO,GO,14.525
Estádio Valdeir José de Oliveira,Valdeir José de Oliveira,,valdeirjosedeoliveira-go,Goianésia - GO,GO,6.000
Estádio Mozart Veloso do Carmo,Velosão,,velosao-go,Rio Verde - GO,GO,8.000
Estádio Municipal João Francisco dos Santos,Binezão,https://s2-ge.glbimg.com/eXM4OcGVI_09B_a3lJ8kmHf_RZU=/1918x0/filters:format(jpeg)/https://i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2025/0/v/wHLkUbQWK4Vza353wkaA/estadio-noroeste.png,binezao-ma,Santa Inês - MA,MA,9.146
Estádio Governador João Castelo,Castelão,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO2u-_1VlC2VeXS7iTlwQsKQpb1tFTf8DVbQZ51CYcPBHjVva7g04b_GVM&s=10,castelao-ma,São Luís - MA,MA,40.149
Estádio Frei Epifânio D'Abadia,Frei Epifânio,https://www.maranhaoesportes.com/wp-content/uploads/2026/01/frei.jpeg,freiepifanio-ma,Imperatriz - MA,MA,10.000
Estádio Municipal Nhozinho Santos,Nhozinho Santos,https://s2-ge.glbimg.com/EW2puGkmzpiSH_0HpZcjsMOVKiA=/0x0:8362x3796/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2023/Z/g/svhEsNTYevPYLzDhm95w/img-5319.jpg,nhozinhosantos-ma,São Luís - MA,MA,12.891
Arena Zama Maciel,Arena DB,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReosr2XiEAD5TFu4zMQ9EcOQj8Qi_GGZi3jeiFgdor8nyaIZD6pXP37N33&s=10,arenadb-mg,Patos de Minas - MG,MG,5.198
Estádio Municipal Gotardo Mandolini,Arena do Calçado,https://www.opopularns.com.br/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-14-at-09.39.08.jpeg,arenadocalcado-mg,Nova Serrana - MG,MG,8.197
Estádio Joaquim Henrique Nogueira,Arena do Jacaré,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxXH82DU_LnFBOTdRPmwzhgTEaiD4u_AIElbl51bnwrsRXDEtNhZ5Fuuu5&s=10,arenadojacare-mg,Sete Lagoas - MG,MG,18.870
Arena MRV,Arena MRV,https://upload.wikimedia.org/wikipedia/commons/b/b5/ARENA_MRV.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,arenamrv-mg,Belo Horizonte - MG,MG,44.892
Arena Urbsan (Estádio do Campo das Violetas),Arena Urbsan,https://s2-ge.glbimg.com/-QObkrhrNvoTpZITuX47dWhJonA=/0x0:1080x720/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2026/m/x/DFE5jYT76ADfIPT7AROA/arena-vera-cruz.jpg,arenaurbsan-mg,Betim - MG,MG,4.815
Estádio Bernardo Rubinger de Queiroz,Bernardo Rubinger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5YLNE3mQ35l0MAfnTJ4_gBoHnu15CFqseRvtR3JDxhWRVtVMccTPHcfpB&s=10,bernardorubinger-mg,Patos de Minas - MG,MG,10.252
Estádio Municipal Radialista Mário Helênio,Helenão,https://s2-ge.glbimg.com/idSB23P3Ue_sNfTe9Iz23CqcN5c=/0x0:1400x846/984x0/smart/filters:strip_icc()/s.glbimg.com/es/ge/f/original/2017/08/05/0000_pjf_estadio_cm_1_160016.jpg,helenao-mg,Juiz de Fora - MG,MG,31.863
Estádio Raimundo Sampaio,Independência,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLQxeY1Y7sA6YFolpIRpHNu0mMOmTGtEYIOwAkKHZfBPRoI5CyG01l4Pw&s=10,independencia-mg,Belo Horizonte - MG,MG,23.018
Estádio Municipal João Lamego Netto,Ipatingão,https://s2-ge.glbimg.com/GBC8nl7crkx8xX4GbLqEh3mfnIQ=/0x0:1280x960/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2017/I/g/BeqwrwT7uWP0EkF830mQ/ipatingao-liberado.jpg,ipatingao-mg,Ipatinga - MG,MG,22.500
Estádio Municipal Irmão Gino Maria Rossi,Manduzão,https://scontent-bsb1-1.xx.fbcdn.net/v/t39.30808-6/495567312_1216263859942649_4157354844102082482_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1146&ctp=s960x960&_nc_cat=110&ccb=1-7&_nc_sid=833d8c&_nc_ohc=sv65bVYvu2gQ7kNvwFbtNJf&_nc_oc=AdpwUxC-HRE0x-Ut2s3S3hXJ_Gi4RJayooYSxWPXSrrrOVecAyzlRvHLqfS3uSbj2bw&_nc_zt=23&_nc_ht=scontent-bsb1-1.xx&_nc_gid=W7ac3sfefnuYLrMpTSnSxA&_nc_ss=7a2a8&oh=00_AQJOWcaj4O-DCLsXpDbmUetvGBUWfMrg3i6YaXxp2dlNyQ&oe=6AB20E1E,manduzao-mg,Pouso Alegre - MG,MG,26.000
Estádio José Mammoud Abbas,Marmudão,,marmudao-mg,Governador Valadares - MG,MG,8.678
Estádio Municipal Prefeito Dilzon Luiz de Melo,Melão,https://varginhadigital.com.br/wp-content/uploads/2023/09/Estadio-Municipal-Melao-Vaginha.jpg.webp,melao-mg,Varginha - MG,MG,15.471
Estádio Governador Magalhães Pinto,Mineirão,https://www.guiadasemana.com.br/contentFiles/system/pictures/2014/6/115865/original/mineirao.jpg,mineirao-mg,Belo Horizonte - MG,MG,61.846
Estádio Municipal Parque do Sabiá,Parque do Sabiá,https://www.uberlandia.mg.gov.br/wp-content/uploads/2026/05/Estadio-Parque-do-Sabia-2-scaled.jpg,parquedosabia-mg,Uberlândia - MG,MG,53.302
Estádio Soares de Azevedo,Soares de Azevedo,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ff/d2/94/estadio-soares-de-azevedo.jpg?w=1200&h=-1&s=1,soaresdeazevedo-mg,Muriaé - MG,MG,13.971
Estádio Engenheiro João Guido,Uberabão,https://curtoo.com/images/companies/profile/1721227708.webp,uberabao-mg,Uberaba - MG,MG,16.000
Estádio Frédis Saldivar,Douradão,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbvF1Sf95PW3yaxL__Jf_-5QCXgBdIALBUXn3Jspk0NZiEwAaCnLmlyYg&s=10,douradao-ms,Dourados - MS,MS,30.000
Estádio Universitário Pedro Pedrossian,Morenão,https://cdn6.campograndenews.com.br/uploads/noticias/2022/06/11/0c20b8466384f7a5621f96c1d16b1115b0a3e39a.jpg,morenao-ms,Campo Grande - MS,MS,29.670
Estádio José Fragelli,Arena Pantanal,https://upload.wikimedia.org/wikipedia/commons/1/1c/Arena_Pantanal.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,arenapantanal-mt,Cuiabá - MT,MT,44.097
Estádio Municipal Engenheiro Luthero Lopes,Luthero Lopes,https://upload.wikimedia.org/wikipedia/commons/7/7a/Est%C3%A1dio_Lutero_Lopes.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,lutherolopes-mt,Rondonópolis - MT,MT,18.000
Estádio Passo das Emas,Passo das Emas,,passodasemas-mt,Lucas do Rio Verde - MT,MT,10.000
Estádio Arena do Verde,Arena Verde,https://cdn.soccerwiki.org/images/stadium/3590.jpg,arenaverde-pa,Paragominas - PA,PA,10.000
Estádio Evandro Almeida,Baenão,https://s2-ge.glbimg.com/K_WaQ5w1K2UdPqmtCLKJQEPXtPo=/0x0:2000x1333/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2026/B/1/BqpOiATRCZPWAhwiCkuw/1812699164.jpg,baenao-pa,Belém - PA,PA,13.792
Estádio Leônidas Sodré de Castro,Curuzu,https://s2-ge.glbimg.com/fDJRpfwbUTzTnRqwzATL3lxIUYs=/227x365:4730x3456/924x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2017/Q/i/4Ceh02SzOxEzZuGcTDcw/1837738815.jpg,curuzu-pa,Belém - PA,PA,16.200
Estádio Olímpico do Pará Jornalista Edgar Proença,Mangueirão,https://s2-ge.glbimg.com/hI__e9HY4sSkSJQVpzLYT3O3Buc=/0x0:3543x2362/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2023/8/U/BqeHz2Rmu2CTFM3KdU6A/46999452.jpg,mangueirao-pa,Belém - PA,PA,53.645
Estádio Municipal Zinho de Oliveira,Zinho de Oliveira,,zinhodeoliveira-pa,Velha Marabá - PA,PA,5.500
Estádio Governador José Américo de Almeida Filho,Almeidão,https://mauriliojunior.com/wp-content/uploads/2023/02/Projeto-do-Studio1-12.jpg,almeidao-pb,João Pessoa - PB,PB,25.770
Estádio Governador Ernani Sátyro,Amigão,https://arenacorreio.com.br/arena/wp-content/uploads/88fa6c858ec1b24c5696f1e748f03a92.jpeg,amigao-pb,Campina Grande - PB,PB,25.770
Estádio Eládio de Barros Carvalho,Aflitos,https://s2-ge.glbimg.com/UXBgIuVtdBDA1YLU_4JahLEA9FM=/0x0:2048x1419/984x0/smart/filters:strip_icc()/s.glbimg.com/es/ge/f/original/2019/05/17/afitos.jpg,aflitos-pe,Recife - PE,PE,20.000
Estádio Gov. Carlos Wilson Rocha de Queirós Campos,Arena de Pernambuco,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1dq2fQXIBRi3r7YOg175jxKa0ZAzPJftFQL3p68JgQ&s=10,arenadepernambuco-pe,São Lourenço da Mata - PE,PE,46.154
Estádio José do Rego Maciel,Arrudão,https://s2-ge.glbimg.com/3KhI5lmwcIeIh-JdvwPL-mqYC8c=/0x0:1920x1080/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2026/S/l/NPwIW5RI2C37GPqDX5jA/arruda2.jpeg,arrudao-pe,Recife - PE,PE,60.044
Estádio Cornélio de Barros Muniz,Cornélio de Barros,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAWt7jeUIQYpuvTyD-msiOhgH1-BdN00w9nBKu0SHA1ePQt_b0TRRKNmI&s=10,corneliodebarros-pe,Salgueiro - PE,PE,12.070
Estádio Vila Olímpica Rio Doce,Grito da República,https://cdn.folhape.com.br/img/pc/1100/1/dn_arquivo/2020/02/grito-da-republica-leo-mala.jpg,gritodarepublica-pe,Olinda - PE,PE,10.700
Estádio Adelmar da Costa Carvalho,Ilha do Retiro,https://sportrecife.com.br/wp-content/webp-express/webp-images/uploads/2024/10/FOTOS-SPORT-39.jpg.webp,ilhadoretiro-pe,Recife - PE,PE,26.418
Estádio Luiz José de Lacerda,Lacerdão,https://upload.wikimedia.org/wikipedia/commons/d/d2/Campo_do_Central_Novembro_2011.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,lacerdao-pe,Caruaru - PE,PE,19.478
Estádio Governador Alberto Tavares Silva,Albertão,https://s2-ge.glbimg.com/nNdSA-BUx4SqdZyrXrXymFrOvl0=/0x0:1920x1080/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2023/Y/6/Py91FQTrOZgAw1WsnaDg/166-2251-01.00-20-09-08.quadro009.jpg,albertao-pi,Teresina - PI,PI,44.200
Estádio Municipal Pedro Alelaf,Mão Santa,,maosanta-pi,Parnaíba - PI,PI,4.700
Estádio Municipal 14 de Dezembro,14 de Dezembro,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMehXl55ltpvsLgYAnUcr_1RsMsL3l7uPQDR6yoPVjM2-c6v5XvIUb29K0&s=10,14dedezembro-pr,Toledo - PR,PR,15.280
Estádio do ABC Futebol Clube,ABC,https://paraempresas.iguassu.com.br/wp-content/uploads/2023/07/Estadio-ABC.-Creditos_-Divulgacao-2.jpg,abc-pr,Foz do Iguaçu - PR,PR,12.000
Estádio Mário Celso Petraglia,Arena da Baixada,https://upload.wikimedia.org/wikipedia/commons/4/4f/Arena_Baixada.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,arenadabaixada-pr,Curitiba - PR,PR,42.372
Estádio Major Antônio Couto Pereira,Couto Pereira,https://cdn.conmebol.com/wp-content/uploads/2016/11/estadiocoutopereira3.jpg,coutopereira-pr,Curitiba - PR,PR,40.502
Estádio Jacy Scaff,Estádio do Café,https://i0.wp.com/blog.londrina.pr.gov.br/wp-content/uploads/2022/03-marco/08.03.22/Estadio-do-Caf%C3%A9-RODOLFO-GAION_CMTU-1.jpg?resize=1170%2C610&ssl=1,estadiodocafe-pr,Londrina - PR,PR,30.000
Estádio Municipal Waldemiro Wagner,Felipão,https://diariodonoroeste.com.br/wp-content/uploads/2024/07/Estadio-23-07-Ivan-Fuquini.jpg,felipao-pr,Paranavaí - PR,PR,17.147
Estádio Germano Krüger,Germano Krüger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_XHyLrkA0YVPyjT53OQ3rX1C8tzIeG2WCNZ2DMJvrsuEik_IzVpyCu6pk&s=10,germanokruger-pr,Ponta Grossa - PR,PR,10.632
Estádio Olímpico Regional Arnaldo Busato,Olímpico Regional,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAJxtRNqzQY1CVJr_RTJ0e7p02jvV8bRz4d0dTDEfT0pEUzXYv0uzaWYVW&s=10,olimpicoregional-pr,Cascavel - PR,PR,25.000
Estádio Municipal Os Pioneiros,Os Pioneiros,,ospioneiros-pr,Pato Branco - PR,PR,1.500
Estádio Erton Coelho Queiroz,Pinheirão,https://www.curitibahistorica.com.br/admin/assets/uploads/images/publications/files/302c1a806a5184d57048a7af87d9d334.jpg,pinherao-pr,Curitiba - PR,PR,35.000
Estádio Durival Britto e Silva,Vila Capanema,https://media.gazetadopovo.com.br/2019/12/05170146/TREINO-PARANA-3JC-960x540.jpg,vilacapanema-pr,Curitiba - PR,PR,17.140
Estádio Regional Willie Davids,Willie Davids,https://scontent-bsb1-1.cdninstagram.com/v/t51.82787-15/619339065_17961678234006145_6374578711849661154_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=MzgxNDE2NTcyMzA2MTYwNjI4NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuNzY2LnNkci5yZWd1bGFyX3Bob3RvLkMzIn0%3D&_nc_ohc=JNnhSrIYjeAQ7kNvwE-B8GC&_nc_oc=AdqLSBNui_XNBFsIa-iXWQNhdV2jKBFGLKuuGfSdxkMSOHghWiJkkkVdsmcxlCGQCRU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-bsb1-1.cdninstagram.com&_nc_gid=Ms1cxitjB-cH6Aiki35l6w&_nc_ss=7a22e&oh=00_AQK5f-2janbWZUdl_xZ-eu6aQExE3KBKklrTiY4GU3NrBA&oe=6AB2168C,williedavids-pr,Maringá - PR,PR,21.600
Estádio Caio Martins,Caio Martins,https://www.brasildefato.com.br/wp-content/uploads/2024/10/image_processing20200201-29235-dprlxw.jpg,caiomartins-rj,Niterói - RJ,RJ,12.000
Estádio Cláudio Moacyr de Azevedo,Cláudio Moacyr de Azevedo,https://macae.rj.gov.br/midia/noticias/40077/1518812025.jpg,claudiomoacyrdeazevedo-rj,Macaé - RJ,RJ,15.000
Estádio Giulite Coutinho,Giulite Coutinho,https://americario.com.br/wp-content/uploads/2026/01/IMG_9620-scaled.jpg,giulitecoutinho-rj,Mesquita - RJ,RJ,13.544
Estádio Ítalo del Cima,Ítalo del Cima,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDfKFvAD3RHu3UopWnD6bl0Ajhcr0-f0BMtcLKh6YnaOlMNIpT7pkR_3M&s=10,italodelcima-rj,Rio de Janeiro - RJ,RJ,18.000
Estádio Jornalista Mário Filho,Maracanã,https://blog.archtrends.com/wp-content/uploads/2025/07/estadiodomaracanaabre.jpeg,maracana-rj,Rio de Janeiro - RJ,RJ,78.838
Estádio Olímpico Nilton Santos,Nilton Santos,https://mobilidade.estadao.com.br/wp-content/uploads/2024/10/Imagem-destacada-Mobilidade-69.jpg.webp,niltonsantos-rj,Rio de Janeiro - RJ,RJ,46.831
Estádio Municipal General Sylvio Raulino de Oliveira,Raulino de Oliveira,https://lncimg.lance.com.br/uploads/2024/10/raulino_oliveira-aspect-ratio-512-320.jpeg,raulinodeoliveira-rj,Volta Redonda - RJ,RJ,18.230
Estádio Vasco da Gama,São Januário,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeLI__uWFHBq_uqoZxw9ormb3D_mzKsAT8H-KC94RyYZEN-GT1JjZTABg&s=10,saojanuario-rj,Rio de Janeiro - RJ,RJ,24.584
Arena das Dunas,Arena das Dunas,https://i0.wp.com/pordentrodorn.com.br/wp-content/uploads/2021/09/FIPE-aponta-que-Arena-das-Dunas-gerou-R-14-bilhao-para-Natal.jpg?fit=1333%2C1000&ssl=1,arenadasdunas-rn,Natal - RN,RN,32.050
Estádio Manoel Dantas Barretto,Barrettão,https://upload.wikimedia.org/wikipedia/commons/7/79/Barret%C3%A3o-2020-Inaugurado.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,barrettao-rn,Ceará-Mirim - RN,RN,10.000
Estádio Maria Lamas Farache,Frasqueirão,https://s2-ge.glbimg.com/x1GHas5D6HE8hFVRdRM3-4CiFaw=/0x0:1076x827/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2025/A/X/fspEcARjuRVoBrapIoAg/frasqueirao-01.jpg,frasqueirao-rn,Natal - RN,RN,16.000
Estádio José de Abreu Bianco,Biancão,https://s2-ge.glbimg.com/D1oDIW5mzFflaDsxeMADuvT7oNg=/0x0:1600x900/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2023/r/A/MEknkLTWSpQyNvvozMuQ/ji-parana-x-real-ariquemes-robson-gamax-7-.jpeg,biancao-ro,Ji-Paraná - RO,RO,5.000
Estádio Alfredo Jaconi,Alfredo Jaconi,"https://lncimg.lance.com.br/cdn-cgi/image/width=950,quality=60,fit=pad,format=webp/uploads/2024/10/alfredo_jaconi-aspect-ratio-512-320.jpg",alfredojaconi-rs,Caxias do Sul - RS,RS,19.924
Arena do Grêmio,Arena do Grêmio,https://lncimg.lance.com.br/uploads/2025/05/arena_gremio-aspect-ratio-512-320.jpeg,arenadogremio-rs,Porto Alegre - RS,RS,55.662
Estádio José Pinheiro Borda,Beira-Rio,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqGG7F9y70vnVo5PxeTBfcMpQyvlkT8vKu8ih2x6Y3y334R5NTOJghbVQ&s=10,beirario-rs,Porto Alegre - RS,RS,50.942
Estádio Bento da Silva Freitas,Bento Freitas,https://upload.wikimedia.org/wikipedia/commons/f/fb/Est%C3%A1dio_Bento_Freitas.jpg?utm_source=pt.wikipedia.org&utm_campaign=index&utm_content=original,bentofreitas-rs,Pelotas - RS,RS,10.400
Estádio Esporte Clube Pelotas,Boca do Lobo,https://lncimg.lance.com.br/uploads/2023/09/boca-do-lobo-aspect-ratio-512-320.jpg,bocadolobo-rs,Pelotas - RS,RS,23.336
Estádio Francisco Stédile,Centenário,https://sercaxias.com.br/wp-content/uploads/2025/11/CX-SB-0260-scaled-1400x800.jpg,centenario-rs,Caxias do Sul - RS,RS,22.132
Estádio Colosso da Lagoa,Colosso da Lagoa,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfWO5iNIgbWqQYGgy1t1pkg99S6B9QmL7RBOKmYmMyCfj53F05_c7KAD2n&s=10,colossodalagoa-rs,Erechim - RS,RS,22.000
Estádio João Corrêa da Silveira,Cristo Rei,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYD7-iPo-ZQ_qIrqXjTJPcyLZ02_o-Vxf_DvC_LxWYSptchC7NfRhxjZy7&s=10,cristorei-rs,São Leopoldo - RS,RS,10.000
Estádio Pedra Moura,Estádio Pedra Moura,https://www.ogol.com.br/img/estadios/176/1301176_med_estadio_pedra_moura.jpg.jpg,estadiopedramoura-rs,Bagé - RS,RS,10.000
Estádio Parque Esportivo Montanha dos Vinhedos,Montanha dos Vinhedos,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgdZuWorKK-DySgDvLAlnt2XFfOcRgyWAqknQLgqxgslA5ufJzqVuqh9k8ptXVYS-Zgrj5TB1G5fJMmVus7CNWEOcz6w-yldubRvmWievN-BFqNKY9pDhdS7tFaWrIAjia8cGrhTxW1f5k/s1600/montanha3.jpg,montanhadosvinhedos-rs,Bento Gonçalves - RS,RS,15.000
Estádio Francisco Novelletto Neto,Passo D'Areia,,passodareia-rs,Porto Alegre - RS,RS,10.600
Estádio Vermelhão da Serra,Vermelhão da Serra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsG8I8Ts3PbAebmSCvIJOw56H_-eD_wi8ToOH_y-Al3ShE40kpo6-Yuc_A&s=10,vermelhaodaserra-rs,Passo Fundo - RS,RS,18.000
Vila Olímpica de Gramado,Vila Olímpica,https://scontent-bsb1-1.cdninstagram.com/v/t51.75761-15/486100111_18490749043027345_2099812095922952887_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=MzU5NjI5ODAyMjg4OTYxNDk5MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTI4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=xV5rJFGx6MUQ7kNvwHYUxJI&_nc_oc=AdqvJ7NxbuoJXoqv7awjxKfILkoTYoBTMRKJjW698P9YoONLy6sms5SJ8VZQ_2fU2Lg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-bsb1-1.cdninstagram.com&_nc_gid=jb07JA2wvv9CRt_neWyOSg&_nc_ss=7a22e&oh=00_AQIeAEpkR2NaxFAEzkeSw_tieXaOhwd9mqaIPDgDABjxtA&oe=6AB211D2,vilaolimpica-rs,Gramado - RS,RS,610
Arena Condá,Arena Condá,https://static.ndmais.com.br/2023/03/arena-conda-6-1300x973.jpeg,arenaconda-sc,Chapecó - SC,SC,20.289
Arena Joinville,Arena Joinville,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-sT3GsvzKTXT_Kb4z3YflCC9zTOXmSLdKMbEN4iATH8zH0uBQkT86yRvz&s=10,arenajoinville-sc,Joinville - SC,SC,22.400
Estádio Hercílio Luz,Gigantão,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShAPEAb-V8IiVpCxkBMVzMvUQD_TdKf7M405F8rn4VxH2BKbEpjZRmsFM&s=10,gigantao-sc,Itajaí - SC,SC,6.010
Estádio Heriberto Hülse,Heriberto Hülse,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM5qYFBAWNr8lgRbG_HOEpEZDiMKJ342SUF_zXth0BHS9VVbbZpVBRJYPX&s=10,heribertohulse-sc,Criciúma - SC,SC,19.225
Estádio João Marcatto,João Marcatto,https://ocp.news/wp-content/uploads/2019/05/Estadio-Joao-Marcatto-2017.jpg,joaomarcatto-sc,Jaraguá do Sul - SC,SC,10.000
Estádio Orlando Scarpelli,Orlando Scarpelli,https://cbntotal.com.br/wp-content/uploads/2026/03/scarpelli.jpg,orlandoscarpelli-sc,Florianópolis - SC,SC,19.584
Estádio Aderbal Ramos da Silva,Ressacada,https://i.pinimg.com/736x/ba/51/f0/ba51f0c09cc7e9b079862f7fedb573b3.jpg,ressacada-sc,Florianópolis - SC,SC,17.826
Estádio Lourival Baptista,Batistão,https://roacontece.com.br/wp-content/uploads/2023/07/Batistao-SECOM-Arthuro-Paganini-scaled.jpg,batistao-se,Aracaju - SE,SE,15.586
Estádio Estadual Etelvino Mendonça,Mendonção,https://s2-ge.glbimg.com/eNkCHMhXWjTmGjDKDDj6rnOvKTA=/0x0:2770x1558/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_bc8228b6673f488aa253bbcb03c80ec5/internal_photos/bs/2024/c/m/4kcgp6SDAEyb3KiA5SRw/mendoncao.jpeg,etelvinomendonca-se,Itabaiana - SE,SE,11.224
